Price,Airline_encoded,Source_encoded,Additional_Info_encoded,Destination_encoded,Total_Stops_encoded,Month,Day,Dep_Hour,dep_day_encoded,DayOfWeek_encoded,Dep_Day_encoded,Duration_Minutes,Route1_encoded,Route2_encoded,Route3_encoded,Route4_encoded,Route5_encoded,Route6_encoded
12898,4,2,5,1,2.0,5,21,20,1,5,1,1325,3,7,6,13,5,1
15113,1,2,8,1,1.0,3,3,5,2,3,2,1545,3,4,4,5,5,1
10529,6,2,8,1,2.0,5,18,11,2,2,2,440,3,7,6,13,5,1
8875,1,2,8,1,1.0,3,27,13,0,6,0,1115,3,20,4,5,5,1
10844,4,3,5,0,2.0,5,15,8,2,6,2,740,2,7,3,13,5,1
15676,1,0,8,5,0.0,3,1,6,2,0,2,165,0,13,29,13,5,1
7064,4,3,5,0,2.0,4,1,8,2,1,2,910,2,7,3,13,5,1
10844,4,3,5,0,2.0,6,9,8,2,3,2,685,2,7,3,13,5,1
19595,4,4,8,3,2.0,3,6,14,0,6,0,1610,1,14,13,13,5,1
13941,4,3,8,0,2.0,5,1,14,0,6,0,1090,2,7,3,13,5,1
6790,3,2,8,1,2.0,3,21,8,2,4,2,455,3,20,6,13,5,1
3841,8,3,7,0,0.0,4,27,9,2,2,2,145,2,5,29,13,5,1
11087,4,0,5,5,2.0,3,18,11,2,1,2,1280,0,7,8,13,5,1
11491,1,2,8,1,1.0,5,15,19,1,6,1,1410,3,0,4,5,5,1
3943,3,0,8,2,0.0,4,9,5,2,5,2,170,0,13,29,13,5,1
22270,4,0,8,5,2.0,3,1,11,2,0,2,1200,0,7,8,13,5,1
4878,10,0,8,2,0.0,6,9,17,1,3,1,155,0,13,29,13,5,1
14714,4,2,8,1,2.0,6,9,22,3,3,3,335,3,7,6,13,5,1
10877,6,2,8,1,2.0,6,24,6,2,1,2,740,3,7,6,13,5,1
9653,1,2,8,1,1.0,6,15,19,1,2,1,1410,3,0,4,5,5,1
14571,4,3,8,0,2.0,5,24,20,1,0,1,960,2,7,3,13,5,1
7064,4,3,5,0,2.0,4,1,18,1,1,1,1550,2,7,3,13,5,1
5618,3,3,8,0,0.0,3,6,15,0,6,0,155,2,5,29,13,5,1
13727,6,2,8,1,2.0,5,15,14,0,6,0,690,3,7,6,13,5,1
4851,10,2,8,1,0.0,4,1,14,0,1,0,190,3,10,29,13,5,1
15187,1,3,8,0,1.0,3,24,9,2,3,2,760,2,2,4,3,5,1
3419,2,0,8,2,0.0,5,15,7,2,6,2,175,0,13,29,13,5,1
3943,3,0,8,2,0.0,4,1,6,2,1,2,165,0,13,29,13,5,1
15129,4,2,8,1,1.0,5,18,9,2,2,2,1615,3,28,4,5,5,1
3419,3,0,8,2,0.0,6,21,0,3,0,3,170,0,13,29,13,5,1
10861,1,2,8,1,1.0,5,21,20,1,5,1,1395,3,4,4,5,5,1
7074,3,2,8,1,2.0,4,21,5,2,3,2,295,3,6,6,13,5,1
11542,1,3,8,0,1.0,5,6,9,2,1,2,1780,2,7,7,3,5,1
6968,3,2,8,1,2.0,4,21,6,2,3,2,320,3,20,6,13,5,1
5769,4,0,5,2,0.0,6,12,17,1,6,1,180,0,13,29,13,5,1
7927,10,3,8,0,2.0,6,12,20,1,6,1,1580,2,14,3,13,5,1
13044,4,3,8,0,2.0,6,12,18,1,6,1,800,2,7,3,13,5,1
15129,4,2,8,1,1.0,5,21,23,3,5,3,810,3,0,4,5,5,1
3841,8,3,7,0,0.0,5,1,9,2,6,2,145,2,5,29,13,5,1
4804,3,3,8,0,0.0,6,24,20,1,1,1,155,2,5,29,13,5,1
4319,8,0,7,2,0.0,4,12,5,2,0,2,160,0,13,29,13,5,1
16079,4,2,8,1,2.0,5,27,21,3,1,3,1270,3,7,6,13,5,1
54826,4,0,8,5,2.0,3,18,22,3,1,3,375,0,7,8,13,5,1
12351,3,2,8,1,2.0,3,9,17,1,2,1,485,3,7,6,13,5,1
13067,4,3,8,0,2.0,5,6,17,1,1,1,1570,2,14,3,13,5,1
13817,4,0,8,5,2.0,3,12,18,1,5,1,765,0,7,8,13,5,1
3625,8,0,8,2,0.0,5,21,21,3,5,3,175,0,13,29,13,5,1
18293,1,4,8,3,3.0,3,12,9,2,5,2,1775,1,29,20,7,3,1
5613,10,0,8,2,0.0,4,1,19,1,1,1,165,0,13,29,13,5,1
11038,1,2,8,1,2.0,3,6,6,2,6,2,1565,3,6,6,13,5,1
4077,3,0,8,2,0.0,4,3,6,2,6,2,165,0,13,29,13,5,1
6883,6,2,8,1,2.0,3,27,8,2,6,2,780,3,7,6,13,5,1
19508,1,0,8,5,0.0,3,3,17,1,3,1,165,0,13,29,13,5,1
8714,1,0,8,5,2.0,3,15,8,2,0,2,865,0,7,8,13,5,1
4804,3,3,8,0,0.0,5,1,4,3,6,3,155,2,5,29,13,5,1
15078,6,2,8,1,2.0,3,3,8,2,3,2,450,3,7,6,13,5,1
4807,8,3,7,0,0.0,4,21,17,1,3,1,150,2,5,29,13,5,1
21829,6,2,8,1,3.0,3,6,11,2,6,2,565,3,17,15,4,1,1
5403,10,0,8,5,0.0,3,24,11,2,3,2,160,0,13,29,13,5,1
26890,4,0,8,5,2.0,3,1,7,2,0,2,550,0,7,8,13,5,1
7335,2,3,8,0,2.0,5,18,23,3,2,3,495,2,7,3,13,5,1
9412,4,2,5,1,1.0,3,27,17,1,6,1,650,3,33,4,5,5,1
10844,4,3,5,0,2.0,5,21,8,2,5,2,685,2,7,3,13,5,1
4990,3,0,8,2,0.0,6,6,18,1,4,1,175,0,13,29,13,5,1
16704,4,2,8,1,1.0,5,27,23,3,1,3,1760,3,0,4,5,5,1
7711,1,2,8,1,1.0,4,9,5,2,5,2,2240,3,34,4,5,5,1
10262,4,2,5,1,2.0,6,3,17,1,1,1,655,3,7,6,13,5,1
6007,6,2,5,1,2.0,6,24,12,0,1,0,490,3,7,6,13,5,1
12219,1,3,8,0,1.0,4,1,9,2,1,2,1200,2,7,0,3,5,1
3898,2,0,8,2,0.0,5,1,20,1,6,1,165,0,13,29,13,5,1
11467,4,3,8,0,2.0,5,6,17,1,1,1,1745,2,14,3,13,5,1
12534,1,3,8,0,1.0,5,18,8,2,2,2,725,2,28,9,3,5,1
10844,4,3,5,0,2.0,6,6,8,2,4,2,590,2,7,3,13,5,1
4377,8,0,8,5,0.0,3,24,5,2,3,2,170,0,13,29,13,5,1
11982,10,1,8,4,0.0,6,9,17,1,3,1,140,4,8,29,13,5,1
4423,8,0,8,2,0.0,6,9,9,2,3,2,170,0,13,29,13,5,1
17234,4,2,8,1,2.0,3,3,19,1,3,1,550,3,7,6,13,5,1
8295,10,3,8,0,2.0,4,1,7,2,1,2,945,2,14,3,13,5,1
15864,4,2,5,1,1.0,3,6,5,2,6,2,2295,3,28,4,5,5,1
3398,2,0,8,2,0.0,5,27,11,2,1,2,170,0,13,29,13,5,1
7198,6,2,8,1,2.0,6,9,13,0,3,0,750,3,7,6,13,5,1
7229,4,0,8,2,0.0,4,6,6,2,2,2,165,0,13,29,13,5,1
13014,4,2,8,1,1.0,6,12,5,2,6,2,1375,3,28,4,5,5,1
6528,1,3,8,0,2.0,5,9,14,0,4,0,1440,2,33,3,13,5,1
13292,4,2,8,1,1.0,6,12,9,2,6,2,1620,3,21,4,5,5,1
15129,4,2,8,1,1.0,5,21,19,1,5,1,1430,3,0,4,5,5,1
11071,1,2,8,1,1.0,6,15,20,1,2,1,1395,3,4,4,5,5,1
4174,8,3,8,0,0.0,4,21,6,2,3,2,155,2,5,29,13,5,1
11299,6,2,8,1,2.0,3,27,4,3,6,3,890,3,7,6,13,5,1
12373,4,2,5,1,2.0,5,18,19,1,2,1,1010,3,7,6,13,5,1
13439,1,0,8,5,2.0,3,1,5,2,0,2,1645,0,9,8,13,5,1
4804,3,3,8,0,0.0,5,1,20,1,6,1,155,2,5,29,13,5,1
11642,1,3,8,0,1.0,5,12,9,2,3,2,1210,2,7,11,3,5,1
3419,3,0,8,2,0.0,6,18,0,3,5,3,170,0,13,29,13,5,1
6103,3,3,8,0,1.0,5,21,6,2,5,2,335,2,38,14,3,5,1
13033,1,3,8,0,1.0,5,9,7,2,4,2,1100,2,14,7,3,5,1
11245,4,0,5,5,1.0,3,18,8,2,1,2,420,0,7,21,6,5,1
10056,4,3,5,0,2.0,4,1,6,2,1,2,330,2,7,3,13,5,1
10539,4,3,5,0,2.0,6,6,20,1,4,1,1080,2,14,3,13,5,1
5277,3,1,8,4,0.0,3,18,22,3,1,3,140,4,8,29,13,5,1
11936,1,3,8,0,2.0,5,21,10,2,5,2,795,2,14,3,13,5,1
13014,4,2,8,1,1.0,6,9,5,2,3,2,1375,3,28,4,5,5,1
8820,10,3,8,0,2.0,6,6,17,1,4,1,1640,2,14,3,13,5,1
12373,4,2,5,1,2.0,5,9,15,0,4,0,1295,3,7,6,13,5,1
10262,4,2,5,1,2.0,6,1,9,2,2,2,1655,3,7,6,13,5,1
4995,4,4,5,3,0.0,6,3,7,2,1,2,85,1,19,29,13,5,1
7438,4,2,5,1,2.0,3,27,21,3,6,3,1315,3,7,6,13,5,1
4148,3,3,8,0,0.0,3,21,5,2,4,2,170,2,5,29,13,5,1
3597,3,1,8,4,0.0,5,27,14,0,1,0,140,4,8,29,13,5,1
5192,0,3,8,0,2.0,5,1,7,2,6,2,955,2,14,3,13,5,1
16736,4,0,8,5,2.0,3,6,8,2,6,2,740,0,7,8,13,5,1
7933,6,2,8,1,2.0,6,1,13,0,2,0,480,3,7,6,13,5,1
8879,1,2,8,1,2.0,5,18,8,2,2,2,675,3,7,6,13,5,1
5000,3,2,8,1,0.0,5,12,14,0,3,0,195,3,10,29,13,5,1
8137,10,3,8,0,2.0,5,6,17,1,1,1,965,2,14,3,13,5,1
22096,1,2,8,1,1.0,3,9,16,1,2,1,1580,3,9,4,5,5,1
4273,8,0,7,5,0.0,3,24,5,2,3,2,170,0,13,29,13,5,1
35185,4,0,8,5,2.0,3,1,18,1,0,1,365,0,7,8,13,5,1
4226,3,3,8,0,2.0,4,15,19,1,1,1,220,2,2,3,13,5,1
10844,4,3,5,0,2.0,5,1,8,2,6,2,475,2,7,3,13,5,1
2754,3,4,8,3,0.0,6,12,12,0,6,0,90,1,19,29,13,5,1
6301,3,3,8,0,2.0,6,6,10,2,4,2,335,2,44,3,13,5,1
13222,1,3,8,0,1.0,5,18,9,2,2,2,1700,2,7,7,3,5,1
12898,4,2,5,1,2.0,5,21,17,1,5,1,1145,3,7,6,13,5,1
12127,1,0,8,5,2.0,3,12,6,2,5,2,830,0,7,8,13,5,1
13067,4,3,8,0,2.0,5,21,20,1,5,1,1540,2,14,3,13,5,1
9920,1,3,8,0,1.0,4,1,16,1,1,1,1660,2,15,9,3,5,1
4239,2,0,8,2,0.0,4,1,7,2,1,2,175,0,13,29,13,5,1
14714,4,2,8,1,2.0,6,6,21,3,4,3,1270,3,7,6,13,5,1
6218,3,3,8,0,2.0,5,6,18,1,1,1,325,2,34,3,13,5,1
7295,3,1,8,4,0.0,3,1,5,2,0,2,140,4,8,29,13,5,1
7408,6,2,8,1,2.0,6,9,3,3,3,3,460,3,7,6,13,5,1
13994,4,3,5,0,2.0,6,9,9,2,3,2,505,2,14,3,13,5,1
5224,3,3,8,0,0.0,5,15,14,0,6,0,150,2,5,29,13,5,1
4391,8,4,8,3,0.0,3,9,5,2,2,2,80,1,19,29,13,5,1
14109,1,3,8,0,1.0,5,18,10,2,2,2,1165,2,14,0,3,5,1
4885,8,0,7,2,0.0,4,27,9,2,2,2,170,0,13,29,13,5,1
8016,4,0,8,2,0.0,6,1,8,2,2,2,180,0,13,29,13,5,1
12524,6,2,8,1,2.0,6,24,6,2,1,2,395,3,7,6,13,5,1
6017,4,2,5,1,2.0,3,27,2,3,6,3,995,3,7,6,13,5,1
10441,1,2,8,1,1.0,5,9,22,3,4,3,1275,3,16,4,5,5,1
3625,8,0,8,2,0.0,4,1,21,3,1,3,175,0,13,29,13,5,1
15586,1,2,8,1,3.0,3,9,5,2,2,2,2280,3,38,23,4,1,1
7199,1,2,8,1,2.0,3,27,8,2,6,2,675,3,7,6,13,5,1
12273,4,2,8,1,1.0,3,21,6,2,4,2,1325,3,24,4,5,5,1
7530,6,2,8,1,2.0,6,6,19,1,4,1,390,3,7,6,13,5,1
5678,4,4,8,3,0.0,5,21,19,1,5,1,90,1,19,29,13,5,1
11753,1,2,8,1,1.0,6,24,10,2,1,2,1245,3,16,4,5,5,1
1965,8,4,7,3,0.0,5,21,22,3,5,3,90,1,19,29,13,5,1
10208,3,2,8,1,2.0,3,21,6,2,4,2,400,3,7,6,13,5,1
5054,3,2,8,1,2.0,5,21,20,1,5,1,305,3,7,6,13,5,1
14871,3,2,8,1,2.0,3,3,8,2,3,2,425,3,7,6,13,5,1
12373,4,2,5,1,2.0,5,18,7,2,2,2,715,3,7,6,13,5,1
2017,8,4,8,3,0.0,6,15,22,3,2,3,90,1,19,29,13,5,1
10661,4,3,5,0,2.0,3,24,13,0,3,0,890,2,7,3,13,5,1
9794,6,2,8,1,2.0,5,9,10,2,4,2,520,3,7,6,13,5,1
13067,4,3,8,0,2.0,5,9,20,1,4,1,1630,2,14,3,13,5,1
7298,8,1,8,4,0.0,3,3,17,1,3,1,140,4,8,29,13,5,1
7648,3,0,8,5,0.0,3,3,10,2,3,2,175,0,13,29,13,5,1
10676,1,3,8,0,1.0,5,12,12,0,3,0,590,2,2,4,3,5,1
6961,1,0,8,2,0.0,6,3,10,2,1,2,165,0,13,29,13,5,1
6979,3,2,8,1,2.0,5,15,11,2,6,2,845,3,7,6,13,5,1
13587,6,2,8,1,2.0,5,27,9,2,1,2,720,3,7,6,13,5,1
10844,4,3,5,0,2.0,5,24,14,0,0,0,570,2,7,3,13,5,1
3943,3,0,8,2,0.0,5,12,10,2,3,2,170,0,13,29,13,5,1
6838,3,2,8,1,2.0,6,12,9,2,6,2,705,3,7,6,13,5,1
6542,4,2,5,1,2.0,4,15,13,0,1,0,360,3,7,6,13,5,1
12239,4,2,5,1,2.0,5,21,7,2,5,2,715,3,7,6,13,5,1
14388,4,3,8,0,2.0,5,12,16,1,3,1,730,2,7,3,13,5,1
4148,3,3,8,0,0.0,3,12,5,2,5,2,170,2,5,29,13,5,1
16840,6,2,8,1,1.0,5,18,15,0,2,0,625,3,21,4,5,5,1
9646,6,2,8,1,2.0,6,3,9,2,1,2,765,3,20,6,13,5,1
14571,4,3,8,0,2.0,6,9,21,3,3,3,1265,2,7,3,13,5,1
7923,3,2,8,1,2.0,5,15,16,1,6,1,570,3,7,6,13,5,1
8586,4,3,5,0,2.0,5,12,20,1,3,1,520,2,7,3,13,5,1
9646,6,2,8,1,2.0,6,3,13,0,1,0,555,3,20,6,13,5,1
14388,4,3,8,0,2.0,5,18,14,0,2,0,1315,2,7,3,13,5,1
13044,4,3,8,0,2.0,6,12,16,1,6,1,1430,2,7,3,13,5,1
10197,6,2,8,1,2.0,5,21,10,2,5,2,540,3,7,6,13,5,1
14714,4,2,8,1,2.0,6,1,19,1,2,1,1395,3,7,6,13,5,1
9929,1,2,8,1,2.0,6,1,10,2,2,2,555,3,7,6,13,5,1
6017,4,2,5,1,2.0,3,21,22,3,4,3,335,3,7,6,13,5,1
3597,8,1,8,4,0.0,6,27,9,2,4,2,135,4,8,29,13,5,1
5704,1,2,8,1,2.0,3,21,13,0,4,0,570,3,6,6,13,5,1
14714,4,2,8,1,2.0,6,3,19,1,1,1,520,3,7,6,13,5,1
5228,1,0,8,2,0.0,5,12,10,2,3,2,165,0,13,29,13,5,1
11467,4,3,8,0,2.0,4,1,9,2,1,2,1520,2,14,3,13,5,1
4668,10,0,8,2,0.0,6,6,9,2,4,2,170,0,13,29,13,5,1
4591,3,0,8,2,0.0,4,18,21,3,4,3,180,0,13,29,13,5,1
3943,3,0,8,2,0.0,5,12,21,3,3,3,180,0,13,29,13,5,1
5228,1,0,8,2,0.0,4,21,10,2,3,2,165,0,13,29,13,5,1
12242,4,2,8,1,2.0,3,27,2,3,6,3,995,3,7,6,13,5,1
11185,1,2,8,1,1.0,6,9,7,2,3,2,1580,3,20,22,5,5,1
6573,3,2,8,1,2.0,4,9,9,2,5,2,975,3,7,6,13,5,1
14781,4,3,8,0,2.0,5,15,16,1,6,1,365,2,7,3,13,5,1
14960,1,3,8,0,1.0,6,12,16,1,6,1,970,2,15,9,3,5,1
4332,3,1,8,4,0.0,5,15,11,2,6,2,145,4,8,29,13,5,1
7652,0,0,8,5,0.0,3,3,5,2,3,2,170,0,13,29,13,5,1
14151,4,3,8,0,2.0,5,24,9,2,0,2,690,2,14,3,13,5,1
4319,8,0,7,2,0.0,6,12,9,2,6,2,170,0,13,29,13,5,1
10929,4,2,8,1,1.0,3,21,19,1,4,1,1420,3,0,4,5,5,1
11491,1,3,8,0,1.0,3,24,7,2,3,2,1620,2,14,27,3,5,1
6015,3,2,8,1,0.0,4,18,14,0,4,0,195,3,10,29,13,5,1
12692,4,3,8,0,2.0,6,12,9,2,6,2,690,2,14,3,13,5,1
4384,0,3,8,0,0.0,3,9,22,3,2,3,150,2,5,29,13,5,1
3943,3,0,8,2,0.0,6,3,6,2,1,2,165,0,13,29,13,5,1
12373,4,2,5,1,2.0,5,18,9,2,2,2,600,3,7,6,13,5,1
19225,4,0,8,5,2.0,3,6,8,2,6,2,315,0,7,8,13,5,1
14053,4,2,5,1,2.0,3,9,19,1,2,1,1385,3,7,6,13,5,1
5911,1,0,8,2,0.0,4,12,13,0,0,0,170,0,13,29,13,5,1
10877,6,2,8,1,2.0,6,9,6,2,3,2,740,3,7,6,13,5,1
7757,4,3,5,0,2.0,6,6,18,1,4,1,585,2,7,3,13,5,1
6558,3,2,8,1,2.0,3,21,7,2,4,2,515,3,20,6,13,5,1
4804,3,3,8,0,0.0,4,21,9,2,3,2,165,2,5,29,13,5,1
5678,4,4,8,3,0.0,3,18,15,0,1,0,90,1,19,29,13,5,1
12373,4,2,5,1,2.0,5,9,10,2,4,2,1105,3,7,6,13,5,1
5198,4,0,5,2,0.0,5,6,6,2,1,2,165,0,13,29,13,5,1
6064,3,3,8,0,0.0,6,1,14,0,2,0,150,2,5,29,13,5,1
15029,4,2,8,1,2.0,3,9,21,3,2,3,395,3,7,6,13,5,1
10909,4,2,8,1,1.0,4,9,5,2,5,2,810,3,28,4,5,5,1
18492,6,2,8,1,2.0,3,9,8,2,2,2,665,3,7,6,13,5,1
10262,4,2,5,1,2.0,6,24,2,3,1,3,1570,3,7,6,13,5,1
8781,4,3,8,0,2.0,5,18,11,2,2,2,345,2,15,3,13,5,1
6442,3,2,8,1,2.0,5,27,8,2,1,2,455,3,20,6,13,5,1
20120,4,4,8,3,2.0,3,12,9,2,5,2,405,1,14,13,13,5,1
4878,10,0,8,2,0.0,5,27,19,1,1,1,165,0,13,29,13,5,1
16736,4,0,8,5,2.0,3,6,5,2,6,2,760,0,7,8,13,5,1
9630,8,3,8,0,2.0,5,24,11,2,0,2,435,2,23,3,13,5,1
8610,10,3,8,0,2.0,5,9,7,2,4,2,700,2,14,3,13,5,1
3687,10,1,8,4,0.0,6,27,7,2,4,2,135,4,8,29,13,5,1
8452,10,3,8,0,2.0,5,15,20,1,6,1,765,2,14,3,13,5,1
3943,3,0,8,2,0.0,5,18,10,2,2,2,170,0,13,29,13,5,1
3342,3,4,8,3,0.0,3,15,6,2,0,2,85,1,19,29,13,5,1
13067,4,3,8,0,2.0,5,12,20,1,3,1,1080,2,14,3,13,5,1
4878,10,0,8,2,0.0,5,6,19,1,1,1,165,0,13,29,13,5,1
14388,4,3,8,0,2.0,5,9,21,3,4,3,775,2,7,3,13,5,1
16704,4,2,8,1,1.0,5,27,13,0,1,0,900,3,0,4,5,5,1
3100,1,4,8,3,0.0,5,21,19,1,5,1,75,1,19,29,13,5,1
13387,1,0,8,5,3.0,3,12,17,1,5,1,1480,0,7,15,8,2,1
4049,3,4,8,3,0.0,6,9,9,2,3,2,90,1,19,29,13,5,1
13029,4,2,5,1,1.0,5,18,5,2,2,2,810,3,28,4,5,5,1
3919,8,0,7,2,0.0,4,9,21,3,5,3,175,0,13,29,13,5,1
3850,3,1,8,4,0.0,5,3,5,2,0,2,145,4,8,29,13,5,1
8839,1,2,8,1,1.0,6,24,13,0,1,0,1210,3,20,22,5,5,1
7064,4,3,5,0,2.0,4,1,16,1,1,1,730,2,7,3,13,5,1
13941,4,3,8,0,2.0,5,12,20,1,3,1,735,2,7,3,13,5,1
13007,1,3,8,0,3.0,5,24,10,2,0,2,1470,2,14,7,12,0,1
14781,4,3,8,0,2.0,5,18,14,0,2,0,510,2,7,3,13,5,1
2071,4,4,5,3,0.0,3,18,19,1,1,1,90,1,19,29,13,5,1
4256,4,2,5,1,0.0,6,21,11,2,0,2,195,3,10,29,13,5,1
7923,10,0,8,5,0.0,3,9,16,1,2,1,155,0,13,29,13,5,1
3782,0,3,8,0,0.0,3,15,22,3,0,3,150,2,5,29,13,5,1
12384,4,3,5,0,2.0,5,15,20,1,6,1,800,2,14,3,13,5,1
8565,6,2,5,1,2.0,3,21,10,2,4,2,935,3,7,6,13,5,1
6232,3,2,8,1,2.0,3,21,16,1,4,1,300,3,7,6,13,5,1
4777,3,0,8,5,0.0,3,9,5,2,2,2,170,0,13,29,13,5,1
4145,1,3,8,0,0.0,6,1,20,1,2,1,155,2,5,29,13,5,1
5192,0,3,8,0,2.0,5,15,22,3,6,3,720,2,14,3,13,5,1
4729,1,2,8,1,0.0,4,1,5,2,1,2,170,3,10,29,13,5,1
6093,3,2,8,1,2.0,6,3,6,2,1,2,860,3,7,6,13,5,1
8891,1,3,8,0,2.0,5,1,9,2,6,2,545,2,7,3,13,5,1
12242,4,2,8,1,2.0,3,27,16,1,6,1,745,3,7,6,13,5,1
11467,4,3,8,0,2.0,5,1,17,1,6,1,1500,2,14,3,13,5,1
14781,4,3,8,0,2.0,5,21,21,3,5,3,730,2,7,3,13,5,1
10197,6,2,8,1,2.0,5,18,7,2,2,2,720,3,7,6,13,5,1
17261,4,0,8,5,2.0,3,6,21,3,6,3,725,0,7,8,13,5,1
7480,1,2,8,1,2.0,5,1,20,1,6,1,765,3,33,6,13,5,1
4804,3,3,8,0,0.0,5,21,15,0,5,0,155,2,5,29,13,5,1
4439,8,3,7,0,0.0,4,21,9,2,3,2,145,2,5,29,13,5,1
10368,4,2,5,1,1.0,6,6,5,2,4,2,1375,3,28,4,5,5,1
6065,8,2,8,1,2.0,3,21,6,2,4,2,310,3,33,6,13,5,1
8586,4,3,5,0,2.0,5,24,18,1,0,1,585,2,7,3,13,5,1
5406,3,2,8,1,0.0,3,18,14,0,1,0,185,3,10,29,13,5,1
12142,4,2,5,1,1.0,6,6,18,1,4,1,600,3,3,4,5,5,1
14714,4,2,8,1,2.0,6,6,2,3,4,3,620,3,7,6,13,5,1
10262,4,2,5,1,2.0,6,15,2,3,2,3,1570,3,7,6,13,5,1
15434,1,0,8,5,2.0,3,6,11,2,6,2,725,0,33,8,13,5,1
10676,1,3,8,0,1.0,5,18,12,0,2,0,1390,2,2,4,3,5,1
4804,3,3,8,0,0.0,4,21,20,1,3,1,155,2,5,29,13,5,1
13014,4,2,8,1,1.0,6,9,19,1,3,1,1025,3,28,4,5,5,1
3943,3,0,8,2,0.0,5,3,10,2,0,2,170,0,13,29,13,5,1
9678,1,4,8,3,1.0,3,6,5,2,6,2,990,1,11,22,9,5,1
14781,4,3,8,0,2.0,5,15,8,2,6,2,685,2,7,3,13,5,1
10197,6,2,8,1,2.0,5,15,9,2,6,2,600,3,7,6,13,5,1
10861,1,2,8,1,1.0,5,9,5,2,4,2,800,3,4,4,5,5,1
10844,4,3,5,0,2.0,5,1,21,3,6,3,450,2,7,3,13,5,1
7480,1,2,8,1,2.0,5,21,17,1,5,1,965,3,33,6,13,5,1
5684,3,2,8,1,2.0,6,24,17,1,1,1,500,3,7,6,13,5,1
14714,4,2,8,1,2.0,6,6,16,1,4,1,1620,3,7,6,13,5,1
9314,4,3,5,0,2.0,4,1,9,2,1,2,505,2,14,3,13,5,1
4435,1,3,8,0,0.0,3,15,20,1,0,1,155,2,5,29,13,5,1
11789,6,2,8,1,2.0,6,27,7,2,4,2,690,3,7,6,13,5,1
3919,8,0,7,2,0.0,4,3,21,3,6,3,175,0,13,29,13,5,1
5198,4,0,5,2,0.0,4,6,15,0,2,0,175,0,13,29,13,5,1
4273,8,0,7,5,0.0,3,24,5,2,3,2,170,0,13,29,13,5,1
8820,10,3,8,0,2.0,5,9,17,1,4,1,1550,2,14,3,13,5,1
2754,3,4,8,3,0.0,5,6,12,0,1,0,90,1,19,29,13,5,1
8085,10,3,8,0,2.0,6,9,20,1,3,1,1625,2,14,3,13,5,1
10539,4,3,5,0,2.0,6,9,20,1,3,1,1480,2,14,3,13,5,1
14676,4,3,8,0,2.0,6,9,9,2,3,2,750,2,14,3,13,5,1
6017,4,2,5,1,2.0,3,27,2,3,6,3,1570,3,7,6,13,5,1
4544,4,0,5,2,0.0,4,1,18,1,1,1,185,0,13,29,13,5,1
4140,9,4,8,3,2.0,3,6,13,0,6,0,195,1,35,13,13,5,1
7229,4,0,8,2,0.0,5,3,11,2,0,2,175,0,13,29,13,5,1
16373,1,2,8,1,1.0,3,9,22,3,2,3,1275,3,16,4,5,5,1
10991,1,3,8,0,1.0,5,1,5,2,6,2,1045,2,25,9,3,5,1
9663,4,3,5,0,2.0,5,18,14,0,2,0,1315,2,7,3,13,5,1
14305,1,0,4,5,2.0,3,1,22,3,0,3,1520,0,11,8,13,5,1
6752,0,2,8,1,2.0,5,15,16,1,6,1,865,3,6,6,13,5,1
8529,4,3,5,0,2.0,6,12,16,1,6,1,1010,2,7,3,13,5,1
4729,3,2,8,1,0.0,3,27,5,2,6,2,195,3,10,29,13,5,1
7670,6,2,8,1,2.0,5,18,8,2,2,2,735,3,7,6,13,5,1
4995,4,4,5,3,0.0,5,3,10,2,0,2,90,1,19,29,13,5,1
7229,4,0,8,2,0.0,5,1,8,2,6,2,180,0,13,29,13,5,1
4823,3,0,8,2,0.0,4,27,7,2,2,2,175,0,13,29,13,5,1
3782,0,3,8,0,0.0,3,27,19,1,6,1,150,2,5,29,13,5,1
12898,4,2,5,1,2.0,5,21,18,1,5,1,1485,3,7,6,13,5,1
3841,8,3,7,0,0.0,5,24,22,3,0,3,140,2,5,29,13,5,1
9627,6,2,8,1,2.0,5,18,10,2,2,2,505,3,7,6,13,5,1
14571,4,3,8,0,2.0,6,9,21,3,3,3,890,2,7,3,13,5,1
6985,3,3,8,0,0.0,3,24,15,0,3,0,155,2,5,29,13,5,1
8040,4,4,8,3,0.0,6,21,7,2,0,2,85,1,19,29,13,5,1
4804,3,3,8,0,0.0,6,21,22,3,0,3,155,2,5,29,13,5,1
10678,6,2,8,1,2.0,6,27,4,3,4,3,845,3,7,6,13,5,1
14231,4,3,8,0,2.0,3,24,16,1,3,1,1515,2,7,3,13,5,1
8529,4,3,5,0,2.0,6,12,20,1,6,1,1220,2,7,3,13,5,1
11753,1,2,8,1,1.0,6,24,10,2,1,2,500,3,16,4,5,5,1
16704,4,2,8,1,1.0,5,18,23,3,2,3,1760,3,0,4,5,5,1
13374,4,3,8,0,2.0,6,6,18,1,4,1,585,2,7,3,13,5,1
3625,1,4,8,3,0.0,5,1,21,3,6,3,80,1,19,29,13,5,1
16079,4,2,8,1,2.0,5,21,16,1,5,1,1620,3,7,6,13,5,1
10262,4,2,5,1,2.0,6,27,20,1,4,1,940,3,7,6,13,5,1
9663,4,3,5,0,2.0,5,15,6,2,6,2,330,2,7,3,13,5,1
9595,6,2,8,1,2.0,5,18,18,1,2,1,450,3,7,6,13,5,1
4804,3,3,8,0,0.0,6,24,17,1,1,1,155,2,5,29,13,5,1
